CODBARRAS,NOME,APRES,DESCRICAO,Código,Qtde.Est., Vlr.Mínimo , Valor Fracão , Vlr.Máximo ,CÓDIGO2,PRINCIPIOATIVO,Portaria Controlados ANS,GENERICO, Vlr. Balcão , Vlr.Compra ,Laboratório,Frac.,IPI,NEGPOS,GRUPOS,CODNBMSH,RETEMPISCOFINS,PCIVA,DESC LAB,EST MIN
7896181909651,DIPIRONA SODICA,500mg sol oral fr gts 20ml,DIPIRONA SODICA - 500mg sol oral fr gts 20ml,000221448,21, 6.18 ,8.22, 8.22 ,,DIPIRONA SODICA,NA,S, 5.34 , 3.1 ,000030,1,0,-,GENERICOS,30049099,N, 38.24 ,BIOSINTETICA,1
7895296210034,DIPIRONA SODICA,500mg/ml sol oral fr gts 20ml,DIPIRONA SODICA - 500mg/ml sol oral fr gts 20ml,000224936,0, 6.95 ,9.24, 9.24 ,,DIPIRONA SODICA,NA,S, 6.01 , 5.43 ,000408,1,0,-,GENERICOS,3004909901,N, 33.00 ,NOVA QUIMICA,0
7896422506236,DIPIRONA MONOIDRATADA,500mg/ml sol oral fr gts 20ml,DIPIRONA MONOIDRATADA - 500mg/ml sol oral fr gts 20ml,000216033,0, 9.58 ,12.73, 12.73 ,,DIPIRONA MONOIDRATADA,NA,S, 8.27 , 3.99 ,000314,1,0,-,GENERICOS,30039079,N, 38.24 ,MEDLEY,0
7896004715674,DIPIRONA SODICA,50mg fr 100ml,DIPIRONA SODICA - 50mg fr 100ml,000224495,5, 8.05 ,10.71, 10.71 ,,DIPIRONA SODICA,NA,S, 6.96 , 3.62 ,000466,1,0,-,GENERICOS,30049099,N, 38.24 ,EMS GENERICO,0
7896004715650,DIPIRONA SODICA,50mg sol oral fr 100ml,DIPIRONA SODICA - 50mg sol oral fr 100ml,000224810,0, 7.94 ,10.56, 10.56 ,,DIPIRONA SODICA,NA,S, 6.86 , 6.28 ,000438,1,0,-,GENERICOS,30049079,N, 38.24 ,GENERICOS GERMED,0
7894916143448,DIPIRONA SODICA,50mg sol oral fr 100ml,DIPIRONA SODICA - 50mg sol oral fr 100ml,000224500,0, 8.02 ,10.67, 10.67 ,,DIPIRONA SODICA,NA,S, 6.94 , 6.34 ,000462,1,0,-,GENERICOS,3004909901,N, 33.00 ,LEGRAND GENERICOS,0
7899095230224,DIPIRONA SODICA,50mg/ml sol oral fr 100ml,DIPIRONA SODICA - 50mg/ml sol oral fr 100ml,000226527,0, 9.88 ,0, -   ,,DIPIRONA SODICA,NA,S, 7.07 , 7.81 ,000437,1,0,-,GENERICOS,0,S, 33.00 ,GEOLAB,0
7896181911036,DIPIRONA SODICA,50mg sol oral fr 100ml+cm,DIPIRONA SODICA - 50mg sol oral fr 100ml+cm,000222006,0, 7.91 ,10.51, 10.51 ,,DIPIRONA SODICA,NA,S, 6.83 , 3.94 ,000030,1,0,-,GENERICOS,30049059,N, 38.24 ,BIOSINTETICA,1
7896422506243,DIPIRONA SODICA,100ml sol oral x 10ml+cm,DIPIRONA SODICA - 100ml sol oral x 10ml+cm,000216341,1, 12.57 ,16.72, 16.72 ,,DIPIRONA SODICA,NA,S, 10.87 , 6.16 ,000314,1,0,-,GENERICOS,30039079,N, 38.24 ,MEDLEY,0
7896004719115,DIPIRONA SODICA,fr gts 10ml,DIPIRONA SODICA - fr gts 10ml,000225233,0, 3.28 ,4.36, 4.36 ,,DIPIRONA SODICA,NA,S, 2.83 , 2.59 ,000438,1,0,-,GENERICOS,30041012,N, 38.24 ,GENERICOS GERMED,0
7896004715841,DIPIRONA SODICA,fr gts 10ml,DIPIRONA SODICA - fr gts 10ml,000211266,14, 3.47 ,4.61, 4.61 ,,DIPIRONA SODICA,NA,S, 3.00 , 1.23 ,000466,1,0,-,GENERICOS,30049099,N, 38.24 ,EMS GENERICO,1
7894916143202,DIPIRONA SODICA,fr gts 20ml,DIPIRONA SODICA - fr gts 20ml,000224955,0, 6.37 ,8.47, 8.47 ,,DIPIRONA SODICA,NA,S, 5.51 , 4.97 ,000462,1,0,-,GENERICOS,3004909901,N, 33.00 ,LEGRAND GENERICOS,0
7896004719122,DIPIRONA SODICA,fr gts 20ml,DIPIRONA SODICA - fr gts 20ml,000225234,0, 6.29 ,8.37, 8.37 ,,DIPIRONA SODICA,NA,S, 5.44 , 4.97 ,000438,1,0,-,GENERICOS,3004909901,N, 33.00 ,GENERICOS GERMED,0
7896862918279,DIPIRONA SODICA MONOIDRATADA,500mg/ml sol or fr gts 20ml,DIPIRONA SODICA MONOIDRATADA - 500mg/ml sol or fr gts 20ml,000230625,0, 6.9 ,9.18, 9.18 ,,DIPIRONA SODICA MONOIDRATADA,NA,S, 5.97 , 5.6 ,000418,1,0,-,GENERICOS,0,S, 33.00 ,MEDQUIMICA,0
7896112129165,DIPIRONA SODICA,500mg/ml sol or fr gts 20ml,DIPIRONA SODICA - 500mg/ml sol or fr gts 20ml,000236522,0, 7.22 ,0, -   ,,DIPIRONA SODICA,NA,S, 5.08 , 5.08 ,000177,1,0,-,NENHUM,0,S, -   ,TEUTO,0
7896112129127,DIPIRONA SODICA,500mg/ml sol or fr gts 10ml,DIPIRONA SODICA - 500mg/ml sol or fr gts 10ml,000236521,0, 4.03 ,0, -   ,,DIPIRONA SODICA,NA,S, 2.84 , 2.84 ,000177,1,0,-,NENHUM,0,S, -   ,TEUTO,0
7898920244108,DIPIRONA SODICA,500mg cx 30 comp,DIPIRONA SODICA - 500mg cx 30 comp,000236856,0, 8.69 ,11.56, 11.56 ,,DIPIRONA SODICA,NA,S, 7.79 , 7.79 ,000556,1,0,-,NENHUM,0,S, -   ,BALM-LABOR,0
7897848500440,DIPIRONA SODICA,500mg/ml sol or fr 10ml,DIPIRONA SODICA - 500mg/ml sol or fr 10ml,000237591,0, 3.25 ,4.32, 4.32 ,,DIPIRONA SODICA,NA,S, 3.25 , 3.25 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7897848500433,DIPIRONA SODICA,500mg/ml sol or fr 20ml,DIPIRONA SODICA - 500mg/ml sol or fr 20ml,000237592,0, 5.73 ,7.62, 7.62 ,,DIPIRONA SODICA,NA,S, 5.73 , 5.73 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7896714207551,DIPIRONA SODICA,1g cx 10 comp,DIPIRONA SODICA - 1g cx 10 comp,000233720,0, 8.61 ,11.45, 11.45 ,,DIPIRONA SODICA,NA,S, 6.18 , 6.18 ,000133,1,0,-,NENHUM,0,S, -   ,NEO QUIMICA,0
7896714207575,DIPIRONA SODICA,1g cx 100 disp,DIPIRONA SODICA - 1g cx 100 disp,000233719,0, 86.15 ,114.58, 114.58 ,,DIPIRONA SODICA,NA,S, 61.77 , 61.77 ,000133,1,0,-,NENHUM,0,S, -   ,NEO QUIMICA,0
7896112161233,DIPIRONA SODICA,50mg/ml sol or fr x 100ml+cm,DIPIRONA SODICA - 50mg/ml sol or fr x 100ml+cm,000240334,0, 7.69 ,0, -   ,,DIPIRONA SODICA,NA,S, 2.81 , 2.81 ,000177,1,0,-,NENHUM,0,N, -   ,TEUTO,0
7896714214672,DIPIRONA SODICA+CAFEINA,500+65mg cx 100 comp,DIPIRONA SODICA+CAFEINA - 500+65mg cx 100 comp,000234158,0, 55.78 ,74.19, 74.19 ,,DIPIRONA SODICA+CAFEINA,NA,S, 37.89 , 37.89 ,000133,1,0,-,NENHUM,0,S, -   ,NEO QUIMICA,0
7896714214603,DIPIRONA SODICA+CAFEINA,500+65mg cx 16 comp,DIPIRONA SODICA+CAFEINA - 500+65mg cx 16 comp,000234157,0, 8.91 ,11.85, 11.85 ,,DIPIRONA SODICA+CAFEINA,NA,S, 6.06 , 6.06 ,000133,1,0,-,NENHUM,0,S, -   ,NEO QUIMICA,0
7897848500182,DIPIRONATI,500mg/ml sol or fr 10ml,DIPIRONATI - 500mg/ml sol or fr 10ml,000237593,0, 2.72 ,3.61, 3.61 ,,DIPIRONA SODICA,NA,N, 3.07 , 2.72 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7897848500204,DIPIRONATI,500mg/ml sol or fr 20ml,DIPIRONATI - 500mg/ml sol or fr 20ml,000237594,0, 4.77 ,6.35, 6.35 ,,DIPIRONA SODICA,NA,N, 5.4 , 4.77 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7899095220140,DIPRIN,500mg cx 25bl x 4 comp,DIPRIN - 500mg cx 25bl x 4 comp,000224280,0, 43.61 ,0, -   ,,DIPIRONA SODICA,NA,N, -   , -   ,000437,1,0,-,NENHUM,0,S, 33.00 ,GEOLAB,0
7899095220201,DIPRIN,500mg cx 10bl x 10 comp,DIPRIN - 500mg cx 10bl x 10 comp,000226540,0, 43.61 ,0, -   ,,DIPIRONA SODICA,NA,N, -   , -   ,000437,1,0,-,NENHUM,0,S, 33.00 ,GEOLAB,0
7899095220157,DIPRIN,500mg sol oral fr 10ml,DIPRIN - 500mg sol oral fr 10ml,000224277,0, 4.97 ,0, -   ,,DIPIRONA SODICA,NA,N, -   , -   ,000437,1,0,-,NENHUM,0,S, 33.00 ,GEOLAB,0
7899095220164,DIPRIN,500mg sol oral fr 20ml,DIPRIN - 500mg sol oral fr 20ml,000224278,0, 7.73 ,0, -   ,,DIPIRONA SODICA,NA,N, -   , -   ,000437,1,0,-,NENHUM,0,S, 33.00 ,GEOLAB,0
7899095220171,DIPRIN,50mg sol oral fr 100ml,DIPRIN - 50mg sol oral fr 100ml,000224279,0, 11.94 ,0, -   ,,DIPIRONA SODICA,NA,N, -   , -   ,000437,1,0,-,NENHUM,0,S, 33.00 ,GEOLAB,0
7896206400101,DIPRIVAN,10mg/ml emu inj 5 amp x 20ml,DIPRIVAN - 10mg/ml emu inj 5 amp x 20ml,000024333,0, 143.74 ,0, -   ,,PROPOFOL,NA,N, -   , -   ,000313,1,0,+,NENHUM,0,S, 38.24 ,ASTRAZENECA,0
7896206400750,DIPRIVAN,10mg/ml emu inj 1fa x 100ml,DIPRIVAN - 10mg/ml emu inj 1fa x 100ml,000206164,0, 182.22 ,0, -   ,,PROPOFOL,NA,N, -   , 100.51 ,000313,1,0,+,NENHUM,0,S, 38.24 ,ASTRAZENECA,0
7896206400644,DIPRIVAN,10mg/ml emu inj 1fa x 50ml,DIPRIVAN - 10mg/ml emu inj 1fa x 50ml,000205163,0, 84.29 ,0, -   ,,PROPOFOL,NA,N, -   , -   ,000313,1,0,+,NENHUM,0,S, 38.24 ,ASTRAZENECA,0
7896206400897,DIPRIVAN,PFS 10mg/ml sol inj 1amp x 50ml,DIPRIVAN - PFS 10mg/ml sol inj 1amp x 50ml,000207631,0, 137.28 ,0, -   ,,PROPOFOL,NA,N, -   , 84.72 ,000313,1,0,+,NENHUM,30049099,N, 38.24 ,ASTRAZENECA,0
7896206402341,DIPRIVAN,20mg/ml emu inj 1fa x 50ml,DIPRIVAN - 20mg/ml emu inj 1fa x 50ml,000217152,0, 167.3 ,0, -   ,,PROPOFOL,NA,N, -   , -   ,000313,1,0,+,NENHUM,0,S, 38.24 ,ASTRAZENECA,0
7896206402464,DIPRIVAN,PFS 20mg/ml emu inj ser x 50ml,DIPRIVAN - PFS 20mg/ml emu inj ser x 50ml,000220283,0, 274.57 ,0, -   ,,PROPOFOL,NA,N, -   , -   ,000313,1,0,+,NENHUM,30049095,N, 38.24 ,ASTRAZENECA,0
7898075310864,DIPRONIL,5+2mg/ml sus inj 1amp x 1ml,DIPRONIL - 5+2mg/ml sus inj 1amp x 1ml,000217238,0, 14.34 ,19.83, 19.83 ,,DIPROPIONATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA,NA,N, 16.86 , -   ,000132,1,0,+,NENHUM,0,S, 38.24 ,NECKERMAN,0
7893353210010,DIPROBETA,"5+2,0mg sus inj 1amp x 1ml","DIPROBETA - 5+2,0mg sus inj 1amp x 1ml",000210948,0, 15.15 ,20.94, 20.94 ,,DIPROPIONATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA,NA,N, 17.8 , -   ,000038,1,0,+,NENHUM,0,S, 38.24 ,BUNKER,0
7891142142290,DIPROGENTA,"0,64+1mg creme bg 30g+E20","DIPROGENTA - 0,64+1mg creme bg 30g+E20",000024651,5, 22.46 ,29.87, 29.87 ,,DIPROPIANATO DE BETAMETASONA+SULFATO DE GENTAMICINA,AT,N, 25.39 , 21.72 ,000167,1,0,-,TARJADO,30039099,N, 33.00 ,MANTECORP,0
7891142142283,DIPROGENTA,"0,64+1mg pom bg 30g","DIPROGENTA - 0,64+1mg pom bg 30g",000024759,1, 23.34 ,31.04, 31.04 ,,DIPROPIANATO DE BETAMETASONA+SULFATO DE GENTAMICINA,AT,N, 26.16 , 22.58 ,000167,1,0,-,TARJADO,30039099,N, 33.00 ,MANTECORP,0
7895296187015,DIPROPIONATO BETAMETASONA+ACIDO SALICILICO,"0,64+20mg/ml fr 30ml","DIPROPIONATO BETAMETASONA+ACIDO SALICILICO - 0,64+20mg/ml fr 30ml",000240837,0, 15.99 ,21.27, 21.27 ,,DIPROPIONATO BETAMETASONA+ACIDO SALICILICO,NA,S, 14.05 , 14.05 ,000408,1,0,-,NENHUM,0,N, -   ,NOVA QUIMICA,0
7891142142221,DIPROSALIC,"0,64+20mg sol fr 30ml","DIPROSALIC - 0,64+20mg sol fr 30ml",000025208,5, 24.62 ,32.74, 32.74 ,,DIPROPIANATO DE BETAMETASONA+ACIDO SALICILICO,NA,N, 27.31 , 23.82 ,000167,1,0,-,TARJADO,30039099,N, 33.00 ,MANTECORP,0
7891142142214,DIPROSALIC,"0,64+30mg pom bg 30g","DIPROSALIC - 0,64+30mg pom bg 30g",000025127,1, 19.81 ,26.35, 26.35 ,,DIPROPIANATO DE BETAMETASONA+ACIDO SALICILICO,NA,N, 22.35 , 19.17 ,000167,1,0,-,TARJADO,30039099,N, 33.00 ,MANTECORP,0
7891142141279,DIPROSONE,"0,64mg creme bg 30g","DIPROSONE - 0,64mg creme bg 30g",000025470,2, 22.86 ,30.4, 30.4 ,,DIPROPIANATO DE BETAMETASONA,NA,N, 26.03 , 22.11 ,000167,1,0,-,TARJADO,30049099,N, 33.00 ,MANTECORP,0
7891142141286,DIPROSONE,"0,64mg locao fr 30ml","DIPROSONE - 0,64mg locao fr 30ml",000025364,0, 22.52 ,29.95, 29.95 ,,DIPROPIANATO DE BETAMETASONA,NA,N, 25.53 , 21.79 ,000167,1,0,-,TARJADO,30049099,N, 33.00 ,MANTECORP,0
7891142141293,DIPROSONE,"0,64mg pom bg 30g","DIPROSONE - 0,64mg pom bg 30g",000025550,1, 23.91 ,31.8, 31.8 ,,DIPROPIANATO DE BETAMETASONA,NA,N, 26.79 , 23.13 ,000167,1,0,-,TARJADO,30049099,N, 33.00 ,MANTECORP,0
7891142142252,DIPROSPAN,5+2mg inj 1amp x 1ml,DIPROSPAN - 5+2mg inj 1amp x 1ml,000025771,5, 19.43 ,26.86, 26.86 ,,DIPROPIANATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA,NA,N, 21.22 , 15.11 ,000167,1,0,+,INJETAVEL,30043210,N, 33.00 ,MANTECORP,1
7891142142351,DIPROSPAN,HYPAK 5+2mg inj 1amp x 1ml,DIPROSPAN - HYPAK 5+2mg inj 1amp x 1ml,000205167,1, 22.42 ,30.99, 30.99 ,,DIPROPIANATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA,NA,N, 23.93 , 23.01 ,000167,1,0,+,INJETAVEL,30043210,N, 33.00 ,MANTECORP,0
7896532090121,DIPROZIL,"0,5+1,0mg/g crem derm bg 30g","DIPROZIL - 0,5+1,0mg/g crem derm bg 30g",000228676,0, 16.45 ,21.88, 21.88 ,,DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA,NA,N, 18.6 , -   ,000048,1,0,-,NENHUM,0,S, 33.00 ,CIMED,0
7897848500020,DISFLAT,75mg/ml emu or fr 10ml,DISFLAT - 75mg/ml emu or fr 10ml,000237595,0, 5.62 ,7.47, 7.47 ,,SIMETICONA,NA,N, 6.35 , 5.62 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7897848500167,DISFLAT,75mg/ml emu or fr 15ml,DISFLAT - 75mg/ml emu or fr 15ml,000237596,0, 6.78 ,9.02, 9.02 ,,SIMETICONA,NA,N, 7.67 , 6.78 ,000558,1,0,-,NENHUM,0,N, -   ,NATIVITA,0
7898942324390,DISFOR,30 saches x 11g,DISFOR - 30 saches x 11g,000237694,2, 105.62 ,0, -   ,,PEPTIDEOS DE COLAGENO,NA,N, 115.23 , 101.08 ,000163,1,0,N,VAREJINHO,35030019,S, -   ,BIOLAB SANUS,0
7896181902553,DISGREN,300mcg cx 20 cap,DISGREN - 300mcg cx 20 cap,000240221,0, 38.39 ,53.07, 53.07 ,,TRIFLUSAL,NA,N, 45.11 , 32.62 ,000030,1,0,+,TARJADO,30049029,N, 38.24 ,BIOSINTETICA,0
7898495604758,DISPLAY SUAVEPES E SUAVEMAOS,6bg suavepes+6bg de suavemaos x 60g,DISPLAY SUAVEPES E SUAVEMAOS - 6bg suavepes+6bg de suavemaos x 60g,000239206,0, 114.56 ,0, -   ,,COSMETICOS,NA,N, -   , 114.56 ,000351,1,0,N,NENHUM,0,N, -   ,CIFARMA,0
7891317452124,DIUBLOK,100+25mg cx 10 comp,DIUBLOK - 100+25mg cx 10 comp,000230899,0, 8.7 ,12.03, 12.03 ,,ATENOLOL+CLORTALIDONA,NA,N, 10.23 , -   ,000099,1,0,+,TARJADO,0,S, 33.00 ,EUROFARMA,0
7891317452155,DIUBLOK,100+25mg cx 30 comp,DIUBLOK - 100+25mg cx 30 comp,000227964,0, 26.1 ,36.08, 36.08 ,,ATENOLOL+CLORTALIDONA,NA,N, 30.67 , 22.34 ,000099,1,0,+,TARJADO,30049069,N, 33.00 ,EUROFARMA,0
7891317452179,DIUBLOK,"50+12,5mg cx 10 comp","DIUBLOK - 50+12,5mg cx 10 comp",000230898,0, 5.34 ,7.38, 7.38 ,,ATENOLOL+CLORTALIDONA,NA,N, 6.27 , 4.34 ,000099,1,0,+,TARJADO,30049076,S, 33.00 ,EUROFARMA,0
7891317452209,DIUBLOK,"50+12,5mg cx 30 comp","DIUBLOK - 50+12,5mg cx 30 comp",000227965,7, 16.01 ,22.13, 22.13 ,,ATENOLOL+CLORTALIDONA,NA,N, 17.06 , 15.15 ,000099,1,0,+,TARJADO,30049076,N, 33.00 ,EUROFARMA,0
7891317000288,DIUPRESS,25mg+5mg cx 20 comp,DIUPRESS - 25mg+5mg cx 20 comp,000241143,6, 13.27 ,18.35, 18.35 ,,CLORIDRATO DE AMILORIDA+CLORTALIDONA,NA,N, 13.74 , 13.1 ,000567,1,0,+,TARJADO,30049076,N, 33.00 ,SUPERA,0
7899095201224,DIUREMIDA,40mg cx 20 comp,DIUREMIDA - 40mg cx 20 comp,000219027,0, 4.85 ,6.7, 6.7 ,,FUROSEMIDA,NA,N, 5.7 , -   ,000437,1,0,+,NENHUM,0,S, 38.24 ,GEOLAB,0
7898078940976,DIURETIC,25mg cx 20 comp,DIURETIC - 25mg cx 20 comp,000217852,0, 3.73 ,5.16, 5.16 ,,HIDROCLOROTIAZIDA,NA,N, 4.39 , -   ,000160,1,0,+,NENHUM,0,S, 33.00 ,ROYTON,0
7893736002300,DIUREZIN,25mg cx 20 comp,DIUREZIN - 25mg cx 20 comp,000027650,0, 3.57 ,4.94, 4.94 ,,HIDROCLOROTIAZIDA,NA,N, 4.2 , -   ,000045,1,0,+,NENHUM,0,S, 38.24 ,CAZI,0
7893736011043,DIUREZIN,50mg cx 20 comp,DIUREZIN - 50mg cx 20 comp,000074322,0, 4.67 ,6.46, 6.46 ,,HIDROCLOROTIAZIDA,NA,N, 5.49 , -   ,000045,1,0,+,NENHUM,0,S, 38.24 ,CAZI,0
7891317000233,DIURISA,40+10 mg cx 20 com,DIURISA - 40+10 mg cx 20 com,000241299,0, 20.93 ,28.93, 28.93 ,,CLORIDRATO DE AMILORIDA+FUROSEMIDA,NA,N, 24.59 , 16.49 ,000564,1,0,+,TARJADO,30049076,N, 33.00 ,MOMENTA,1
7898075310369,DIURIT,40mg cx 20 comp,DIURIT - 40mg cx 20 comp,000236455,0, 7.88 ,10.89, 10.89 ,,FUROSEMIDA,NA,N, 9.26 , -   ,000132,1,0,+,NENHUM,0,S, 38.24 ,NECKERMAN,0
7898075311496,DIURIT,40mg 25bl x 20comp emb hosp,DIURIT - 40mg 25bl x 20comp emb hosp,000239586,0, 30.00 ,0, -   ,,FUROSEMIDA,NA,N, -   , 17.52 ,000132,1,0,+,NENHUM,0,S, -   ,NECKERMAN,0
7896112141280,DIURIX,25mg cx 20 comp,DIURIX - 25mg cx 20 comp,000207416,0, 3.33 ,4.6, 4.6 ,,HIDROCLOROTIAZIDA,NA,N, 3.91 , -   ,000177,1,0,+,NENHUM,0,S, 38.24 ,TEUTO,0
7896112122432,DIURIX,25mg cx 30 comp,DIURIX - 25mg cx 30 comp,000228874,0, 5.00 ,6.91, 6.91 ,,HIDROCLOROTIAZIDA,NA,N, 5.87 , -   ,000177,1,0,+,NENHUM,0,S, 38.24 ,TEUTO,0
7896112141297,DIURIX,50mg cx 20 comp,DIURIX - 50mg cx 20 comp,000207417,0, 3.86 ,5.33, 5.33 ,,HIDROCLOROTIAZIDA,NA,N, 4.53 , -   ,000177,1,0,+,NENHUM,0,S, 38.24 ,TEUTO,0
7896112122449,DIURIX,50mg cx 30 comp,DIURIX - 50mg cx 30 comp,000228875,0, 5.81 ,8.02, 8.02 ,,HIDROCLOROTIAZIDA,NA,N, 6.82 , -   ,000177,1,0,+,NENHUM,0,S, 38.24 ,TEUTO,0
7898505091400,DIVA,cx 21 comp rev,DIVA - cx 21 comp rev,000237780,0, 26.45 ,36.56, 36.56 ,,DROSPIRENONA,NA,N, 31.08 , 23.98 ,000553,1,0,+,NENHUM,0,N, -   ,MABRA,0
7989505091417,DIVA,3bl x 21drg,DIVA - 3bl x 21drg,000243308,0, 70.62 ,97.62, 97.62 ,,DROSPIRENONA,NA,N, 82.98 , 66.4 ,000553,1,0,+,NENHUM,0,N, -   ,MABRA,0
7898927562052,DIVALPROATO DE SODIO,250mg cx 20 comp rev,DIVALPROATO DE SODIO - 250mg cx 20 comp rev,000232404,0, 14.15 ,19.56, 19.56 ,,DIVALPROATO DE SODIO,NA,S, 12.71 , 11.04 ,000475,1,0,+,GENERICOS,0,S, -   ,ZYDUS NIKKHO,0
7898927562069,DIVALPROATO DE SODIO,500mg cx 20 comp rev,DIVALPROATO DE SODIO - 500mg cx 20 comp rev,000232405,0, 26.36 ,36.44, 36.44 ,,DIVALPROATO DE SODIO,NA,S, 23.69 , 20.59 ,000475,1,0,+,GENERICOS,0,S, -   ,ZYDUS NIKKHO,0
7897851220762,DIVELOL,"12,5mg cx 60 comp","DIVELOL - 12,5mg cx 60 comp",000231586,0, 30.75 ,42.51, 42.51 ,,CARVEDILOL,NA,N, 36.13 , -   ,000018,1,0,+,TARJADO,0,S, -   ,BALDACCI,0
7897851220779,DIVELOL,25mg cx 60 comp,DIVELOL - 25mg cx 60 comp,000231587,0, 30.75 ,42.51, 42.51 ,,CARVEDILOL,NA,N, 36.13 , -   ,000018,1,0,+,TARJADO,0,S, -   ,BALDACCI,0
7897851221165,DIVELOL,"3,125mg cx 60 comp","DIVELOL - 3,125mg cx 60 comp",000234830,0, 30.75 ,42.51, 42.51 ,,CARVEDILOL,NA,N, 36.13 , 25.74 ,000018,1,0,+,NENHUM,0,S, -   ,BALDACCI,0
7897851220625,DIVELOL,"12,5mg cx 28 comp","DIVELOL - 12,5mg cx 28 comp",000228848,0, 24.69 ,34.13, 34.13 ,,CARVEDILOL,NA,N, 21.63 , -   ,000018,1,0,+,TARJADO,30049039,N, 38.24 ,BALDACCI,0
7897851250431,DIVELOL,25mg cx 28 comp,DIVELOL - 25mg cx 28 comp,000207982,0, 42.23 ,58.39, 58.39 ,,CARVEDILOL,NA,N, 21.63 , 39.1 ,000018,1,0,+,TARJADO,30049059,N, 38.24 ,BALDACCI,0
7897851250554,DIVELOL,"3,125mg cx 28 comp","DIVELOL - 3,125mg cx 28 comp",000210070,0, 26.64 ,36.82, 36.82 ,,CARVEDILOL,NA,N, 21.63 , 22.92 ,000018,1,0,+,TARJADO,30049039,N, 38.24 ,BALDACCI,0
7897851220618,DIVELOL,"6,25mg cx 28 comp","DIVELOL - 6,25mg cx 28 comp",000228849,0, 20.9 ,28.88, 28.88 ,,CARVEDILOL,NA,N, 17.82 , 19.94 ,000018,1,0,+,TARJADO,30049039,N, 38.24 ,BALDACCI,0
7897851221141,DIVELOL,"6,25mg cx 60 comp","DIVELOL - 6,25mg cx 60 comp",000234831,0, 30.75 ,42.51, 42.51 ,,CARVEDILOL,NA,N, 36.13 , 25.74 ,000018,1,0,+,NENHUM,0,S, -   ,BALDACCI,0
7898074616042,DIVIDOL,70mg cx 12 cap,DIVIDOL - 70mg cx 12 cap,000027820,0, 24.34 ,32.37, 32.37 ,,HIDROXIBEMZOATO DE VIMINOL,NA,N, 27.51 , 15.06 ,000190,1,0,-,NENHUM,30039099,N, 33.00 ,ZAMBON,0
7896014656851,DNAREN,25mg/ml sol inj cx 50 amp x 3ml emb hosp,DNAREN - 25mg/ml sol inj cx 50 amp x 3ml emb hosp,000242659,0, 40.47 ,0, -   ,,DICLOFENACO SODICO,NA,N, -   , 38.54 ,000324,1,0,+,NENHUM,0,N, -   ,BLAUSIEGEL,0
7896637025393,DOBEVEN,500mg cx 5 comp rev,DOBEVEN - 500mg cx 5 comp rev,000241353,0, 7.25 ,9.64, 9.64 ,,DOBESILATO DE CALCIO,NA,N, 8.19 , 7.13 ,000012,1,0,-,NENHUM,0,N, -   ,APSEN,0
7896637025423,DOBEVEN,500mg cx 30 comp rev,DOBEVEN - 500mg cx 30 comp rev,000241004,0, 43.51 ,57.87, 57.87 ,,DOBESILATO DE CALCIO,NA,N, 49.19 , 43.87 ,000012,1,0,-,TARJADO,30049099,N, -   ,APSEN,0
7896006232209,DOBTAN,"12,5mg/ml sol inj 1amp x 20ml rest hosp","DOBTAN - 12,5mg/ml sol inj 1amp x 20ml rest hosp",000207174,0, 28.58 ,0, -   ,,CLORIDRATO DE DOBUTAMINA,NA,N, -   , -   ,000180,1,0,+,NENHUM,0,S, 38.24 ,UNIAO QUIMICA,0
7898208142386,DOBUTANIL,"12,5mg sol inj cx 50 amp x 20ml hosp","DOBUTANIL - 12,5mg sol inj cx 50 amp x 20ml hosp",000233423,0, 1082.44 ,1496.32, 1496.32 ,,CLORIDRATO DE DOBUTAMINA,NA,N, 1271.87 , 1085.15 ,000538,1,0,+,INJETAVEL,0,S, -   ,NOVAFARMA,0
7898208142157,DOBUTANIL,250mg sol inj cx 1 amp x 20ml hosp,DOBUTANIL - 250mg sol inj cx 1 amp x 20ml hosp,000233422,0, 21.63 ,29.9, 29.9 ,,CLORIDRATO DE DOBUTAMINA,NA,N, 25.42 , 21.69 ,000538,1,0,+,INJETAVEL,0,S, -   ,NOVAFARMA,0
7896014688111,DOBUTARISTON,"12,5mg/ml sol inj cx 20 amp  x 20ml","DOBUTARISTON - 12,5mg/ml sol inj cx 20 amp  x 20ml",000242660,0, 698.54 ,0, -   ,,CLORIDRATO DE DOBUTAMINA,NA,N, -   , 665.28 ,000324,1,0,+,NENHUM,0,N, -   ,BLAUSIEGEL,0
7898564760125,DOBUTREX,250mg sol inj ct 20 amp x 20 ml,DOBUTREX - 250mg sol inj ct 20 amp x 20 ml,000243919,0, 577.08 ,0, -   ,,DOBUTAMINA,NA,N, 539.57 , 577.08 ,000442,1,0,+,NENHUM,0,N, -   ,ABL-ANTIBIOTICOS,0
